Comment,Annotation,label,text_len
"In brahmin ke chakkar mein na padna, ye log toh bas apna ullu seedha karte hain. 🙄",Hatespeech,0,17
"Rather than writing comments 
Educate your society to treat every one as *human* .",Not Hatespeech,1,14
thmja auakt dekh kar 😂😂😂,Not Hatespeech,1,5
"Jai Rajputana 
Jai manubaad",Hatespeech,0,4
"Arre yaar, woh dhobi log toh hamesha ganda karte hain, unke saath toh rehna bhi mushkil hai 😤",Hatespeech,0,18
"Upper caste waale toh bas brahman ko follow karte hain, baaki sabko neecha dikhate hain. Kya bakwaas hai",Hatespeech,0,18
In bhangi logon ko toh bas gaali dene ka mann karta hai. Inki wajah se desh barbaad ho gaya hai. 🤬,Hatespeech,0,21
अच्छा किया गया तुम्हारे साथ।,Not Hatespeech,1,5
Bbc नीच  देश का  न्यूज चैनल ह ये दूसरे देशों को बाटने का बात करता मेरे देश में कोई बात nhi h,Hatespeech,0,22
Ituon ko hindi naheinma te sirf vot  do aur hato,Hatespeech,0,10
Par Aaj Dalit Apne Haq ka Galat Fayda Utha Raha hai ...Reservation Hatao ..General Waalo ki Seat Chori karte ho 35 percent laake ...Isiliye desh aage nahi badh raha,Hatespeech,0,29
​ then tum mandir hi Jana pdhna likhna mt,Not Hatespeech,1,9
Nand Kishore jaisa datura khakar betuki baat karne wale se bhagwan hi bachaye,Hatespeech,0,13
"Come to right path, in Islam all people are equal...",Not Hatespeech,1,10
Yeh dom log toh hamesha ganda politics karte hain. Kabhi sudhar nahi sakte. 😠,Hatespeech,0,14
🙄🙄अच्छा। कौन सा अपमान 🤔🤔ये मुस्लिमो की देन हैं।।,Hatespeech,0,9
ये तो शक्ल से ही गुंडा लग रहा है।,Not Hatespeech,1,9
Muslim kaha se aye bech Mai yaha pe hindu dhram ki baat ho rahi hai andbhakt,Not Hatespeech,1,16
Abe gadho aise ghatiya mandiro me tum log ja hi kyo rahe ho?,Hatespeech,0,13
"Kya thakur log hain, ego itna hai ki baat karne ka bhi mann nahi",Hatespeech,0,14
इनका दिमाग को खाली कर दिया गया है,Not Hatespeech,1,8
Bhai rent pe bhi dene Mai Dar Lagta hai,Not Hatespeech,1,9
Aam Hindu Bilkul Achhe hote Kisi Bhi Dharm Se Comparison kerta hu to ...Jo Bhi Aise Aise log Kand kerte hai Wo Kisi na kisi Currupt Politician ke Bahkave me hi kerte hai...,Not Hatespeech,1,33
"Abe bc, ye chamar log toh bas reservation ka fayda uthate hain. Koi kaam dhanda toh hai nahi. 😠",Hatespeech,0,19
they do like this because they afraid of you as you belong to the family of DR. B R AMBEDKAR..,Not Hatespeech,1,20
"Yeh bhangi log, saaf safai toh karte nahi, aur baat karte hain equality ki.🤮",Hatespeech,0,14
Jay bhim bhim army ⟬⟭💜 jindabad asp jindabad,Not Hatespeech,1,8
Sister hme khud ak ho k krna pdega kuj app sath do ge kya,Not Hatespeech,1,14
"Haa Mana Kar Diya Tha , Corporate karne se",Not Hatespeech,1,9
"In chamar logo ko koi izzat nahi deta, inhe apni aukaat mein rehna chahiye. 😠",Hatespeech,0,15
"Hindu Rashtra, No. India is a secular nation with secularity as it's basic structure and no amendment can change it.",Not Hatespeech,1,20
Aarakshan se naukriya chaye toh jaati Ka certificate baag k bnaege,Not Hatespeech,1,11
In dalit logon ko toh koi izzat hi nahi deni chahiye. They're all just trouble makers.🤬,Hatespeech,0,16
ये चुतिया बुढा साला तलवे चाटू लग रहा है.,Hatespeech,0,9
Rajput dalit are all hindus 😌😌😌😌,Not Hatespeech,1,6
"In bhangi logon ko toh bas reservation chahiye, aur kuch nahi. Desh ko barbaad kar diya hai! 😡😡",Hatespeech,0,18
In kshatriya ki toh aukat hi nahi hai,Hatespeech,0,8
"Rishabh baat kar rahe ho, mene to khud kabar dekhi he Akbar ki rajputana biwi ki.
Ab bhi raam ko poojne wale hi ye kaam karte he. Dr Ambedkar ka samman karne wale OBC, sc st nahi.",Hatespeech,0,37
नमस्ते मैडम यह मनुवादी कभी भी दलित को मुस्लिम को सिक्को अपना नहीं समझते और ना ही समझेंगे वोट के लिए  सिर्फ दिखावे के लिए 125 करोड़ भाइयों बहनों बाद में क्या होता है जीत गया मोदी बेईमानी से मशीन में गड़बड़ करके अब तुमको ना हम कौन बन गया पीएम तोड़ दिया मंदिर रविदास साहब का हटा दी 370 कश्मीर से किसी से मतलब वास्ता नहीं है जय भीम जय संविधान डॉक्टर भीमराव अंबेडकर जिंदाबाद अल्लाह हू अकबर अल्लाह हू अकबर आमीन,Not Hatespeech,1,83
Daliths demand Dilltistan,Not Hatespeech,1,3
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Not Hatespeech,1,9
"In brahmin ki toh aadat hai, hamesha khud ko superior samajhte hain. Attitude dekho inka!😤",Hatespeech,0,15
Chalu ho gya bbc ka propojenda 😖,Not Hatespeech,1,7
"In bhangi logon ko reservation chahiye, par kaam koi nahi karna chahta. Bas free ka khana chahiye. 😠",Hatespeech,0,18
"In chamars ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 😠",Hatespeech,0,14
Brahmin sah neech he rahoge hamesha jai vishwakarma brahmin samaj jai pasuram.,Hatespeech,0,12
Dono hindu muslim se savdhan rehna padega  ek sc st reservation ki against hai dusro sc st ko use karte hai dono khatarnak dalit log ki liya hindu bhi muslim bhi,Hatespeech,0,31
"Hamesha aapne hkh ke leye date rahana hai . Bahot aacha tha logh aapse aalag horahethe .Aapko aapka proper wark kare milta .
Jaise .Baba sahab ne .Shanti se kiya tha",Not Hatespeech,1,31
"Amol J 

jaise Baaman bhik mangte the Dakshina ki 😂😂

Rajput betiya bhej dete the Mughalo ke ghar 😂😂

ye Baniya paise ki dhandli karte hai 😂😂

lekin fir bhi Dalit ko neech bolte 😂😂",Hatespeech,0,35
Aarkshan hai to hoga,Not Hatespeech,1,4
"Jainism , buddhu se bhi jyada purana religion hai. Nakli buddhu.",Hatespeech,0,11
"Abe chamar, tum logon ko toh sirf gaali dene ka kaam hai. 😡",Hatespeech,0,13
Oh come on man I Will not teach anyone I am not going to waste my time to prove that I don't practice untouchability.,Not Hatespeech,1,24
Economy b khatm.. Berozgar no 1 desh Bharat.. Age age dekho hota h kya Arab countries Aur uroop me Job krne wale Indians b bhagaye Jane wale h,Not Hatespeech,1,28
"Ek he budhhist ram, aur ek he valmiki Tulsi wala ram. Valmiki Tulsi wale ram ko OBC sc st se jalne ke liye hi use poojte he aur mughlo se ristedari nibhane ke liye. Kyuki valmiki Tulsi ne mughlo ke aadesh par hi bhartiya samaz ko baatne ke liye buddhist ram ki kahani me badlaaw milawat ki thi.
Dr Ambedkar ko samman kiya jata he kyuki unhone sabhi OBC sc st ko samman dilane ke liye jayaz haq adhikar hisedari dilane ke liye kaam kiya.",Not Hatespeech,1,85
"Upper caste walon ne toh sab kuch loot liya, aur ye bhangi aaj bhi gaali dete hain. 😠",Hatespeech,0,18
Kya brahmin khud ko superior samajhte hai? Arrogant gandu log! 😠,Hatespeech,0,11
"अब जाकर जैसे को तैसा जवाब मिला है 
दिलीतो तुम डरो नहीं हमरी संख्या बहुत हैं",Not Hatespeech,1,16
In bhangi logon ko toh koi izzat hi nahi hai! 🤮 Sadiyon se gandi bastiyon mein hi pade hain. 😤,Hatespeech,0,20
"Bilkul sahi kiya hai, jai bhim",Not Hatespeech,1,6
​ andbhakt hai shyad,Not Hatespeech,1,4
"​स्वर्ण की मां बच्चों के साथ जमीन जायजाद धन दौलत भी पैदा की है , यह मुगल और अंग्रेजों की दलाली से आया है।",Hatespeech,0,24
​ siv ka kata ling ban gaya sivling😅😅,Not Hatespeech,1,8
"Tumhare aur tumhare dimag me chuachut ka kida hai bs...jabki chua hua daily khate ho...
Insan bano...koi dosti me nhi act lgta .
Agr padhe likhe na ho toh jan lo ki act. Soshan aur atyachar karne wale pr lagta hai.
Waise tum jaise dost kya insan hi ban jao bahut hai.",Not Hatespeech,1,52
jaisay hindu muslim ke nahi bante .....use tarha say baree jaat kay log dalito kay saath bahut kharaab bartawa kartay hain ..jab white skin peopel kahtay hain main bhe aap ke tarhaa ho ...,Not Hatespeech,1,34
Desh main aise logo ka survey ho or jo budh hai or ushki bat krta hai ushko arkshan bnd ho,Not Hatespeech,1,20
stop defending such shameful things all religions are bad,Hatespeech,0,9
30 munna pura khandan ek bar me saaf ho jayega tu mundi usse pahle tere khandan ke Kate Sar ka khoon pi raha hunga ?🤤🤤🤤,Hatespeech,0,25
oooooo OBC bhi apne aapko Swarn Manne lage. Akhilesh ke bad Gai ke mut de dhoya tha CM house,Hatespeech,0,19
"In chamar log ko toh bas reservation chahiye, kuch kaam-dhanda nahi aata. 😠",Hatespeech,0,13
चुनाव आते ही बीबीसी ने हिन्दूओं को आपस में बांटकर अपना प्रोपोगंडा फैलाना शुरू कर दिया है। सम्भल जाओ भाईयों इतिहास में जो गलती की वो अब मत करना क्योंकि इतिहास का कायर हिन्दू आज का कन्वर्टेड मुसलमान है और आज का कायर हिन्दू भविष्य का मुसलमान होगा हां जो कुछ इतिहास में गलती हुई उसे सुधार रहे हैं बस एकता बनाए रखना है,Not Hatespeech,1,64
"kitna saal ho gye 
1 insan sa samaj nhi banta
Vesa obc ki trha sc st ma layer ayegi
Lekin uska liya 30% sc st ka good conditions ma hona jruri ha
Fact ya ha ka 95% st abhi jungle ma rheti ha
Layer banane ka liya ameer bhi chiye
Tina ka parents bhi job par tha koi ameer nhi tha
Vesa NCRB report 
Or kai fact par layer depend kerta ha",Not Hatespeech,1,72
हम  दलित हिंदू नही है.... जिस धर्म मे हमे इंसान न समझा जाए.... जिस धर्म मे इंसानियत न हो..... जिस धर्म मे उछ नीच भेदभाव हो... ऐसे धर्म को हम नही मानते..............,Hatespeech,0,32
Ye hamari hi country hai ...brahman videshi hai ..,Hatespeech,0,9
"I have many sc friends,obc friends but i never feel like this during my school, engineering,or job.",Not Hatespeech,1,17
"Abe chamar log, tumhari aukat kya hai? 😠 Kya samajhte ho apne aap ko?",Hatespeech,0,14
​ मोहन भागवत के जमाई मोहसिन अख्तर जिंदाबाद 😇😇😇,Not Hatespeech,1,9
"Yeh BBC CHANNEL SIRF JHUTH FAILATA HAI GANDU CHANNEL ,AISA KUCHBHI NAHI MAI KHUD DALIT HOO ,THODA BAHUT GAON AREA MAI HOTA HOGA PAR PEHLAY K COMPARE MAI JAATIVAAD 90% KUM HOCHUKA HAI YAAR MUJHE KHUD BHRAMAN SHITLA MAA K MANDIR KA KHANA KHILAYA APNAY GHARME",Not Hatespeech,1,46
In bhangi logon ko toh bas reservation chahiye. 😡 Koi kaam dhanda toh hai nahi inke paas.,Hatespeech,0,17
Nand kisorh jaise log aaj bhi andkar m ji rahe hai unko apna bhawish kuch pta hi nahi hai or ek taraf ye bhai jo apna or apne samaj ke liye kitna chintit hai ye fark hota hai budh ambedkar bichardhara m,Not Hatespeech,1,42
Yeh dom log toh bas gandi basti mein hi acche lagte hain. 😠 Saaf suthra jagah toh inke liye hai hi nahi,Hatespeech,0,22
chal bhaagg yaha se ab Tu sikhaegi ki kya sahi hai aur kya galat.,Not Hatespeech,1,14
Yeh chamar log hamesha reservation ki baat karte hain. Koi kaam dhandha toh hai nahi inke paas.😡,Hatespeech,0,17
Bahanjee.... Society will never accept us,Not Hatespeech,1,6
Thakuro Ka Jalwa,Not Hatespeech,1,3
"Arre yaar, yeh chamar log na, inke liye reservation toh hai, phir bhi rote rehte hain. 🙄",Hatespeech,0,17
"In bhangi logon ko toh reservation mil gaya, ab bas mazey karo! 🙄 Kya faltu ka system hai yaar.",Hatespeech,0,19
in agama shiva temple and Vishnu temples priests are Brahmins,Not Hatespeech,1,10
Mene bhi ye mehsoos kiya hai,Not Hatespeech,1,6
"Dekho, ye duffer log, humesha apni gaadi ko leke aate hai aur humari society ko ganda karte hai! 😠",Hatespeech,0,19
"ये दलित ""सिंह""क्यों लगाता है भोसरी के अपनी जाती रखने में शर्म आती है।।।।",Hatespeech,0,14
"​​ merko itna pta hai ki jo insaan har religion ka book padh gya .
Fir unki knowledge ke samne teri yaa meri 2 kaudi kii aukad nii hai sach bola Jaye to hai na
Agar tujhe lgta hai to tu free hai jaa padh likh constitution change kr  tark de jindgi jine ke liye
Hindu religion me HINDU CODE BILL aane se phle mhila ka kya kya astitva tha...
Ambedkar jii ne bahuvivahprtha pratha ko khtam krwaya
Baap ke property me lakiyon ko unka right dilaya. Unhealthy relationship se bchne ke liye talak ka rights dilaya ladkiyon ko pure hindu community kii ladkiyon ko aur aaj vhii ladkiyan baba sahab ko gali deti hai 
HINDU code bill ke against Puri hindu religion thii even 28 member me se 22 ne virodh kiya including sardar Vallabhbhai patel jaise mhan log ne bhi
Aur aaj us insan ko gali dete hai log 😂😂 
Ab utne intelligent insan us religion ko apna rhe hai to bhot bdi batt hai saayd jisko tu samjh bhii nii payga",Not Hatespeech,1,174
In bhangi auraton ko toh bas bartan dhona aata hai. 🤮 Upar se reservation ka fayda uthati hain!,Hatespeech,0,18
"Yeh bhangi toh bas gandagi failate hain, inko toh safai karvani chahiye, aur kuch nahi 😤",Hatespeech,0,16
Dalit kay alaava kisi aur sarwan kay ghar main baba sahab ki photo dikha,Hatespeech,0,14
"ye meri mentality nhi h
Aur ha Britain ki sansad me bhi BBC ke khilaf awaj uthi thi",Not Hatespeech,1,18
एक दिन जैसे आज मुस्लिम पेले जा रहे हैं वैसे ही एक दिन ब्रा-मैन ठाकुर पेले जायेंगे...जय यादव जय भीम,Hatespeech,0,20
"In chamar logo ko koi respect nahi deta, kyunki inki aukat hi nahi hai. 😂",Hatespeech,0,15
Tumhare suhi Islam pe  kyu tik jati hai usko liya ex muslim channel hai jayo vaha par bakvas karna aa jata hai,Not Hatespeech,1,22
"Abe chamar , apni aukaat mein reh. Hum thakur hai, tumhari tarah nahi. 😤😤",Hatespeech,0,14
"Nowadays, if any atrocity happens in hindu community, brahmins are held responsible, as if they only are Hindus.",Not Hatespeech,1,18
Why do these brahmin always think they are superior? Itna attitude kis baat ka? 😒,Hatespeech,0,15
Bol raha ki goli chali thi... Ye to yah bhi sakta hai ki goli lagi thi😂😂😂,Not Hatespeech,1,16
"Oh bhai, ye bhangi log kabhi sudhrenge nahi. Their thinking is so backward. 🙄",Hatespeech,0,14
"In bhangi logon ko koi izzat nahi deni chahiye. Sab gandagi failate hain, bc. 😡",Hatespeech,0,15
Socho ager sbhi sfai kerna chod de socho ager koi in mre hur janwaron ko ese hi rehne de ? socho kya hoga isse,Not Hatespeech,1,24
"Upper caste wale toh sirf drama karte hain, asli problem toh dalit log create karte hain, bc.",Hatespeech,0,17
"Jaati मर k bhi nahi jaati hai 
So apni jaati ko StrOng vnao 
Kisi se bhi dro mt ,,n'a hi chhota mahsos kro",Not Hatespeech,1,23
​ ussme bhi scs backward classes waalo ko appointment Dene Lage hai,Not Hatespeech,1,12
Your relgion already divided people for many years what nonsense are you taking,Not Hatespeech,1,13
Bhangi aur unke supporters desh ko barbaad kar rahe hain. Inko toh bahar nikaal dena chahiye.😡,Hatespeech,0,16
मुगल पुत्रों को सही जबाब दिया,Not Hatespeech,1,6
गाय अगर किसी की माता है तो वो सड़कों पर क्यों है उसको अपने बेड पर सुलाओ ना,Not Hatespeech,1,18
Yeh bhangi log kabhi nahi sudhrenge. Inka toh bas reservation chahiye! 😤,Hatespeech,0,12
"Abe chamar log, tumhari toh aukat hi nahi hai hum brahmin ke saath khade hone ki! 😠",Hatespeech,0,17
जैसे को तैसा,Not Hatespeech,1,3
Jatav समाज के लोगों ने कम मारा है  और ज्यादा मारना था,Hatespeech,0,12
Etah ke jalesar mai baba sahab ki jayanti par yadav ne goli maar di thi tab kya ho gya tha,Not Hatespeech,1,20
अत्याचार रोकने के लिए संगठित रहो ❤❤,Not Hatespeech,1,7
Main Thakur Jahan se aata hun Magar inhone dalit Samaj ka apman Kiya yah galat Kiya inhone,Not Hatespeech,1,17
"In bhangi logon ko toh bas reservation chahiye. Koi kaam dhandha nahi, bas free ka khana 😤",Hatespeech,0,17
ये ब्राह्मण का गुलाम है,Hatespeech,0,5
This is true,Not Hatespeech,1,3
​ आजादी के 70 साल बाद में सुदामा कोटा आरक्षण क्यों ?,Not Hatespeech,1,12
jab do bhai laad rahai aur tum khush ho sharm aanni  chaiyai app lok maar jana chaiyai,Hatespeech,0,17
So you are not dalit you are an andbhakt,Not Hatespeech,1,9
Hindu koi dhrm nhi blki Sindhu ndi k ispar Rhne bale log h Jinhe Muslim ne ye nam diya h Agr bolna h to khud ko Brahmin dharm ka bolna suru kro zroori nhi hr Hindu Brahmin dharm ko mane ya patthar or janwar ki pooja kre Bodhhism ek science related dhrm h .,Not Hatespeech,1,54
आज के आधुनिक जमाने में जानवरों का चमड़ा छिलने वाला काम क्यों करते हो,Hatespeech,0,14
Bhramanvadi broadcasting Corporation.,Not Hatespeech,1,3
You will never understand the ground reality. What happened in india.,Not Hatespeech,1,11
In 🅱️hangi logon ki toh aukaat hi nahi hai humare saath khade hone ki. They always try to act like they are equal 😠,Hatespeech,0,24
"Is tarah ki ldaiya bade bawal krati he.
Hmne us kshetra me dihuli kand bhi suna he..",Not Hatespeech,1,17
"Abe dalit log, tumhari aukaat kya hai hum thakur logon ke samne? Kuch bhi bolte",Hatespeech,0,15
Jaisha ko taisha mila......,Not Hatespeech,1,4
इस्लाम अपनाओ जाति पाती का भेद मिटाओ😂,Not Hatespeech,1,7
Mujhe ye smajh ni ara k sabhi log apni job kyu chord dete ha cast ki vajah se ap job kre jo hoga dekh jyega👍👍👍🙏🙏🙏,Not Hatespeech,1,25
Dusro paksh ki bate godi Channel karte hai vo phir ek paksh hi dekhte hai,Not Hatespeech,1,15
"अब इनके बुरा वक्त आ गया है😂😂😂
कलश यात्रा निकलेंगे😂😂",Not Hatespeech,1,10
"Kya fayda dalit hone ka? Koi izzat hi nahi karta, sab inferiority complex ke saath jeete hain. 😔",Hatespeech,0,18
​ Nepal mai kitna dalit govt office cm pm hai kisne bol dia vo to ab hua hai jab Nepal secular country hua Nepal mai pehle rajshahi thi kuch pad le India mai reservation hai Nepal mai kuch nahi jake kuch search kar lo Nepal cast discrimination kuch bhi,Not Hatespeech,1,49
Dalito ko RSS ke shndh me Nhi jana chahiye,Not Hatespeech,1,9
"Abe chamar, tum logon ko toh sirf jhadoo lagane aata hai. 🧹 Get out!",Hatespeech,0,14
"In dalit logon ko koi izzat nahi deni chahiye. They are always trying to act like they are equal, but jaat toh jaat hai, you know? 🤮",Hatespeech,0,27
In bhangi logon ki toh aukaat hi nahi hai ki hum se baat karein. 😠 Kya karein inka?,Hatespeech,0,18
soch badal bhai...mangte mangte jindgi kat jayegi...,Not Hatespeech,1,7
Her statement is entirely misleading.,Not Hatespeech,1,5
"Dekh bhai, dalit ho toh apni jagah raho, hum thakur log toh upar hi rahenge, sam",Hatespeech,0,16
Jo log dalit bht purodha bnte h unke sath or bura hota h,Not Hatespeech,1,13
"Hindu samaj musalmano ko lekar kehte h dharm khatre me h, musalmano se zyada khatra inlogo se h dharm ko khatra.... ye log bhool gye pahalgam,,,, manlo ye hote pahalgam me ,,inse puchha jata hindu ho ki Muslim,,,ye log kya jawab dete, ki ji hmto bheemte h,,, or inhe chhod dete wo log😢😢😢",Not Hatespeech,1,53
In Brahmin chutiye logo ne desh ko barbaad kiya hai. 😠😠😠,Hatespeech,0,11
You should come to  dikshabhumi one time. Vaha Apne hi school collages or job option mil jayenge or help Karnewale bhi milenge .your thinking will change. Or Fir aap hate karogi un logo ka. Jin logo ne Aapka hate kiya. Vaise bhi talent dekhna chahiye caste nai.,Not Hatespeech,1,47
नंद किशोर जी आपको भंवरलाल मेघवाल भीलवाड़ा वालो से मिलना चाहिए और संघ के बारे में जानना चाहिए।,Not Hatespeech,1,18
Not in India  same situation hppend with  me in Kansas  city in USA in 2000,Not Hatespeech,1,15
​ tere kitne baap h 😂😂😂,Not Hatespeech,1,6
"@@शिवम्यादव-ख2ण bhi but apne use gali di bura mat manana jab log apko ahir gawala, gaiaala, etc jati suchak shabd bolta hai to apko bhi bura lgta hoga vo alag baat hai koi apne sath castism nhi karta but algli bar dyar rkhna kisi ko gali mat dena bina kisi resion ke baki khoos rahi☺️",Not Hatespeech,1,55
"No, matter what I'm. I'll always support the right thing. Khudko smart smjhte ho aur mujhe fake Brahman keh re ho 😂shi h bhai.",Not Hatespeech,1,24
"Etne bde desh me aaj bhi kuch logo ki mansikta ko jung lga huaa h ,salo dalito se nafrat karte ho or jb bete ki sadi nhi hoti to dalit ki beti ko kese apna lete ho . beti le sakte ho to beti dene me konsi burai h",Hatespeech,0,49
Sahi kaha bro,Not Hatespeech,1,3
"Yeh [caste_slur] kabhi sudhrenge nahi, inki toh aadat hai dhandhli karne ki 😠",Hatespeech,0,13
Aisa Hi karna chahie,Not Hatespeech,1,4
मुस्लिम धर्म में भी जात होती है कभी उस पर विडियो वनानी थी घटिया चैनल योगी को आने दो तुम वैन कर दोगे भारत में,Hatespeech,0,25
भीमतो को पासी कोल से मरवा दे ५०० बहुत है,Hatespeech,0,10
"थू है, एसे दलित होने पर",Hatespeech,0,6
They were not dividing they showed the reality of hindu religion that's it,Not Hatespeech,1,13
पता नहीं क्या चाहते हैं ये मीडिया वाले दलित इक गाली है या आदर्श,Not Hatespeech,1,14
"Abe bhangi log, tum logon ko toh sirf safai ka kaam karna chahiye, kyunki tumhari aukaat hi wahi hai! 😤",Hatespeech,0,20
Yeh chamar log toh bas reservation ka fayda uthate hain! 😡 They are so lazy and entitled.,Hatespeech,0,17
​ granth me likha hai hanuman banadar sat suraj ko ligal gaya tha athawa nahi ligala 😂😂😂😂😂,Not Hatespeech,1,17
​ re mughalput 😂,Not Hatespeech,1,4
"haa bhai 
Shubhash Chandra Bose
Chandrashekhar Azad
Rani Laxmi Bai 
Gandhi 
Ye sab adivasi hi to the 😆",Hatespeech,0,18
Our education system.has failed ..Our education is only to make money ..Good job ..no.change in  social thinking N behaviour of people ...After BJP coming to power it's showing ugly faces more prominently.....Big shame for our country,Not Hatespeech,1,36
​ to roj tumhari maa bahen ke pass jaate hai paani ke liye 😂😂,Hatespeech,0,14
Humanity first love for all haterd for none,Not Hatespeech,1,8
"Abe chamar, tumlog toh bas reservation ke wajah se aage badhe ho. Tumhari koi aukat nahi hai. 😠",Hatespeech,0,18
Dalal bbc fake channel,Hatespeech,0,4
"In bhangi logon ko toh bas gandi jagah pe rehna aata hai. They are so unhygienic, tbh! 🤮",Hatespeech,0,18
"Abe chamar log, tumhari aukaat kya hai hum brahman ke saamne? 😠",Hatespeech,0,12
"Facing discrimination lakha of dalit all over the India, no political parties to rise boldly this issues, as the government, and private sector,",Not Hatespeech,1,23
"Well come to Bengali society ,here is no cast system.",Not Hatespeech,1,10
Sanghiyo ne dalito ko sammaan bhi khoni banane ke liye diya. Aur aise murkh aur gaddar dalito ki samaaj ko zarurat nahi.  Ek Ambedkarite Brahmin tumse laakh guna behtar hai.,Hatespeech,0,30
"मेरे भाइयों! कोई दलित नहीं है,तुम अपने आप को दलित और शुद्र कहना बंद करो,दलित वो है जिसकी सोच गिरी हुई है,शुद्र वो है जिसकी सोच गंदी है,और आप सबको पता है कि किसकी सोच गिरी हुई और गंदी है।",Hatespeech,0,40
"vo to hona hi chahiye, sath hi rajput regiment ka end",Hatespeech,0,11
Jai Bhim Jai bharat Jai savidhan Jai vigyaan namo budhaye 🙏🙏💙🙏🙏,Not Hatespeech,1,11
"दलित हिंदू नहीं तो फिर लव्ह जिहाद का कोई माना नहीं। दलित अछूत हैं। उनको घुड़सवारी करने का, मूंछें रखने का और घी खाने का अधिकार नहीं। शिक्षा और मंदिरों में प्रवेश का अधिकार नहीं।",Hatespeech,0,35
Abusing by caste system to anybody is a big crime in India now I think don't know Indians about constitution,Not Hatespeech,1,20
"In 🅱️hangi logon ko toh koi kaam dhanda aata hi nahi, bas reservation ka fayda uthate hain. 😠",Hatespeech,0,18
"In chamar logon ko koi izzat nahi deni chahiye, BC! 😡",Hatespeech,0,11
"Bhai real case mein sc st act lagne ke liye saalo lag jaate hai 
Saale police puri jaan laga deti hai logo ko bachane mein
Aur Aap jhoot ki baat karte ho",Not Hatespeech,1,32
SC वाले मजबूत होना चाहिए और आप उनसे मत मिले जो आपको मिलना नही चाहते,Not Hatespeech,1,15
Budhang sarrng gachami namo budhye Sadhuwad jai bhim jai samvidhan jai mulnivasi jai pariyar jai fule jai lalai Jai karpuri jai kabir jai gadge jai Kabir Jai kanshi jai johar jai mulnivasi jai vigyan ❤❤❤aaj hamara samaj baba sahab ke raste pe ja Raha hai sabhi sathiyo ko namo budhye Sadhuwad BBC news ka danwad,Not Hatespeech,1,55
ji 50 prcent genral ko h konsa sambhidhan pda h bhai tere gyan ko mera salam h bhai,Not Hatespeech,1,18
BJP NAFRAT KI RAJ NEETI KER RSHI HAI.,Not Hatespeech,1,8
Dhobi kabhi sudhar nahi sakte. Inki toh gandi soch hoti hai hamesha. 🤮,Hatespeech,0,13
they are murkh pakhndi,Hatespeech,0,4
"Sare dalito ko educate hona padega, tabi samjh me ayega kya galt hi kya shi hai....tab khud se nirnay le payenge.....",Not Hatespeech,1,21
You are welcome brother  Do mulims behave well iam sure nobody stop you from going to masjid we are all equal 😊,Not Hatespeech,1,22
"The Ahamidi are non Muslims and all sect agree on this

But there is point Islam did not give us permission to kill  who born at non Muslim house just 

If Muslims  convert in other religion 
So its punishment is dead  

So now many Ahmadi asylum case reject by England because they are safe in Pakistan  

Please check the history then Talk",Not Hatespeech,1,62
पूरे भारत में अब यही होगा ईट का जवाब पत्थर से देंगे जैसा करोगे वैसा ही हम भी करेंगे बहुत बढ़िया मेरे sc st obc वाले बहुत बढ़िया काम कर रहे हो,Hatespeech,0,32
"In Bhangi logo ko toh bas gaali dene ka mann karta hai, bc! 😡",Hatespeech,0,14
हमारे बाबा साहेब ने ऐसे ही हिन्दू धर्म को लात थोड़ी मारी थी हमलोग खुले आम हिन्दू धर्म का विरोध करते हैं और मरते दम तक करते रहेंगे और सारे बहुजन समाज को जागरूक करेंगे।,Not Hatespeech,1,35
Tum mere se shadi kroge mai general category se hu agar tumhare sath discrimination krta hai to tubhi kro,Not Hatespeech,1,19
What is different dalit and others hindu?,Not Hatespeech,1,7
Ladies kon aage karta hi pata hai sabko 😂😂😂😂😂😂dalit samaj good work,Not Hatespeech,1,12
"Ye sab aaj bhi hota hai
Par bahot se log ye baat accept nhi karna chahte",Not Hatespeech,1,16
हिंदू के मायने झांट है,Hatespeech,0,5
"In chamar logo ko koi izzat nahi deni chahiye, they're all so beneath us. 😠",Hatespeech,0,15
mandir reservation bhi hatao,Not Hatespeech,1,4
Yeh dom toh bas gandagi failate hain. They are the reason India is so dirty! 🤮,Hatespeech,0,16
"Yeh bhangi log hamesha reservation ki baat karte hain, khud kuch karte toh hai nahi! 😡",Hatespeech,0,16
All Indians are equal according to the constitution of India..,Not Hatespeech,1,10
"RSS BJP का हिंदू धर्म और देश से कोई लेना-देना नहीं है। यह राष्ट्रवाद, धर्म और संस्कृति की आड़ में जाति के वर्चस्व की राजनीति कर रहा है।

यह वास्तव में वर्चस्व और उत्पीड़न के बीच की लड़ाई है।
इसे समझने के लिए  लिंक पर जाएं:
 https://youtu.be/LkFGnqCQmzY",Not Hatespeech,1,47
kitna apmaan kiya hai tumne hamara aur bakwas kar rhe ho.,Not Hatespeech,1,11
Sc st act humari taqat,Not Hatespeech,1,5
"Yeh chamar log na, bas reservation ki wajah se aage badhne ki koshish karte hain. Koi talent nahi hai. 🙄",Hatespeech,0,20
Jaa re Mootnivasi,Hatespeech,0,3
